word	definition	pos	cefr	tags
interculturalidad	interculturality	noun	B2.2	
interjección	interjection	noun	B2.2	
intertextualidad	intertextuality	adj	B2.2	
intolerancia	intolerance	noun	B2.2	
introvertido	introverted	adj	B2.2	
isotopía	isotopy	noun	B2.2	
jubilada	retired	adj	B2.2	
jurídico	legal	adj	B2.2	
jurisprudencia	jurisprudence	noun	B2.2	
laicado	laity	noun	B2.2	
laicismo	laicism	noun	B2.2	
laudo	arbitration award	noun	B2.2	
legalidad	legality	noun	B2.2	
legatario	legatee	noun	B2.2	
legislación	legislation	noun	B2.2	
legitimidad	legitimacy	noun	B2.2	
leitmotiv	leitmotif	noun	B2.2	
lexema	lexeme	noun	B2.2	
léxico	lexicon	noun	B2.2	
lexicografía	lexicography	noun	B2.2	
lexicología	lexicology	noun	B2.2	
libación	libation	noun	B2.2	
liberalismo	liberalism	noun	B2.2	
licenciatura	bachelor's degree	noun	B2.2	
lingüística	linguistics	noun	B2.2	
liquidez	liquidity	noun	B2.2	
lira	lyre	noun	B2.2	
lírica	lyric	noun	B2.2	
litigio	litigation	noun	B2.2	
litisconsorte	co-litigant	adj	B2.2	
litotes	litotes	noun	B2.2	
liturgia	liturgy	noun	B2.2	
localidad	locality	noun	B2.2	
locativo	locative	noun	B2.2	
macroeconomía	macroeconomics	noun	B2.2	
malnutrición	malnutrition	noun	B2.2	
malware	malware	adj	B2.2	
mandamiento	writ	noun	B2.2	
maquillar	to apply makeup	verb	B2.2	
marinera	sailor	noun	B2.2	
martirio	martyrdom	noun	B2.2	
máster	master's degree	noun	B2.2	
materialismo	materialism	noun	B2.2	
mediación	mediation	noun	B2.2	
medición	measurement	noun	B2.2	
meronimia	meronymy	noun	B2.2	
metabolismo	metabolism	noun	B2.2	
metatextualidad	metatextuality	adj	B2.2	
metonimia	metonymy	noun	B2.2	
métrica	metrics	adj	B2.2	
microeconomía	microeconomics	noun	B2.2	
microrrelato	flash fiction	noun	B2.2	
mililitro	milliliter	noun	B2.2	
misticismo	mysticism	noun	B2.2	
mochilero	backpacker	noun	B2.2	
modalidad	modality	noun	B2.2	
modalización	modalization	adj	B2.2	
moderación	moderation	noun	B2.2	
modernismo	modernism	noun	B2.2	
molécula	molecule	noun	B2.2	
monasticismo	monasticism	adj	B2.2	
monismo	monism	noun	B2.2	
monólogo	monologue	noun	B2.2	
monosemia	monosemy	noun	B2.2	
monosílabo	monosyllable	adj	B2.2	
monoteísmo	monotheism	noun	B2.2	
morfema	morpheme	noun	B2.2	
morfología	morphology	noun	B2.2	
multiculturalismo	multiculturalism	noun	B2.2	
multinacional	multinational	noun	B2.2	
multipartidismo	multipartisanship	noun	B2.2	
municipio	municipality	noun	B2.2	
nacionalismo	nationalism	noun	B2.2	
narración	narrative	noun	B2.2	
narrativa	narrative	noun	B2.2	
navegador	GPS, navigator, browser	noun	B2.2	
neologismo	neologism	noun	B2.2	
neurolingüística	neurolinguistics	noun	B2.2	
neutro	neuter	noun	B2.2	
nominativo	nominative	noun	B2.2	
normativa	regulation, normative	noun	B2.2	
nulidad	nullity	noun	B2.2	
numeral	numeral	adj	B2.2	
nutrición	nutrition	noun	B2.2	
nutriente	nutrient	adj	B2.2	
objetividad	objectivity	noun	B2.2	
ocio	leisure	noun	B2.2	
octosílabo	octosyllable	adj	B2.2	
oda	ode	noun	B2.2	
oficialismo	ruling party	noun	B2.2	
oftalmólogo	ophthalmologist	noun	B2.2	
oligopolio	oligopoly	noun	B2.2	
onomatopeya	onomatopoeia	noun	B2.2	
ordenación	ordination	noun	B2.2	
orientador	counselor	noun	B2.2	
ortodoxia	orthodoxy	noun	B2.2	
otredad	otherness	noun	B2.2	
oxidación	oxidation	noun	B2.2	
oxímoron	oxymoron	noun	B2.2	
pacificación	pacification	noun	B2.2	
paliativo	palliative	adj	B2.2	
palimpsesto	palimpsest	noun	B2.2	
panadera	baker	noun	B2.2	
pandemia	pandemic	noun	B2.2	
panteísmo	pantheism	noun	B2.2	
parábola	parable	noun	B2.2	
paralelismo	parallelism	noun	B2.2	
paranomasia	paranomasia	noun	B2.2	
parasíntesis	parasynthesis	noun	B2.2	
paratextualidad	paratextuality	adj	B2.2	
parodia	parody	noun	B2.2	
paronimia	paronymy	noun	B2.2	
paronomasia	paronomasia	noun	B2.2	
participio	participle	noun	B2.2	
particularidad	particularity	noun	B2.2	
pasivo	passive	adj	B2.2	
patrocinio	sponsorship	noun	B2.2	
peinar	to comb	verb	B2.2	
pentasílabo	pentasyllable	adj	B2.2	
peregrinación	pilgrimage	noun	B2.2	
perezosa	lazy	noun	B2.2	
perífrasis	periphrasis	noun	B2.2	
perito	expert witness	noun	B2.2	
perjuicio	harm	noun	B2.2	
personificación	personification	noun	B2.2	
pH	pH	noun	B2.2	
plagio	plagiarism	noun	B2.2	
plebiscito	plebiscite	noun	B2.2	
pleonasmo	pleonasm	noun	B2.2	
plural	plural	adj	B2.2	
pluralismo	pluralism	noun	B2.2	
podcast	podcast	noun	B2.2	
polarización	polarization	noun	B2.2	
polifonía	polyphony	noun	B2.2	
políptoton	polyptoton	noun	B2.2	
polisemia	polysemy	noun	B2.2	
polisíndeton	polysyndeton	noun	B2.2	
politeísmo	polytheism	noun	B2.2	
populismo	populism	noun	B2.2	
positivismo	positivism	noun	B2.2	
posmoderno	postmodern	adj	B2.2	
postgrado	postgraduate	noun	B2.2	
postmodernismo	postmodernism	noun	B2.2	
pragmática	pragmatics	noun	B2.2	
pragmático	pragmatic	adj	B2.2	
pragmatismo	pragmatism	noun	B2.2	
precariedad	precariousness	adj	B2.2	
precipitación	precipitation	noun	B2.2	
preclusión	preclusion	noun	B2.2	
predicación	preaching	noun	B2.2	
predicado	predicate	noun	B2.2	
preferir	to prefer	verb	B2.2	
prefijo	prefix	noun	B2.2	
premisa	premise	noun	B2.2	
preposición	preposition	noun	B2.2	
presencial	in-person	adj	B2.2	
presunción	presumption	noun	B2.2	
presuposición	presupposition	noun	B2.2	
prevención	prevention	noun	B2.2	
productividad	productivity	noun	B2.2	
profanación	profanation	noun	B2.2	
prolepsis	flashforward	noun	B2.2	
prólogo	prologue	noun	B2.2	
pronombre	pronoun	noun	B2.2	
proselitismo	proselytism	noun	B2.2	
prosodia	prosody	noun	B2.2	
prosopopeya	prosopopoeia	noun	B2.2	
proteccionismo	protectionism	noun	B2.2	
psicoanálisis	psychoanalysis	noun	B2.2	
psicolingüística	psycholinguistics	noun	B2.2	
psicoterapia	psychotherapy	noun	B2.2	
Puebla	Puebla	noun	B2.2	
púlpito	pulpit	noun	B2.2	
quiasmo	chiasmus	noun	B2.2	
quiropráctica	chiropractic	noun	B2.2	
racionalismo	rationalism	noun	B2.2	
radicalización	radicalization	adj	B2.2	
rating	rating	noun	B2.2	
reactivación	recovery, reactivation	noun	B2.2	
realismo	realism	noun	B2.2	
rección	government	noun	B2.2	
recesión	recession	noun	B2.2	
reciclaje	recycling	noun	B2.2	
reciclar	to recycle	verb	B2.2	
reclamación	claim	noun	B2.2	
reclusión	confinement	noun	B2.2	
reconvención	counterclaim	noun	B2.2	
redondilla	roundel	noun	B2.2	
referéndum	referendum	noun	B2.2	
referir	to report	verb	B2.2	
reforestación	reforestation	noun	B2.2	
reformulador	reformulator	noun	B2.2	
regionalismo	regionalism	noun	B2.2	
regulación	regulation	noun	B2.2	
reiteración	reiteration	noun	B2.2	
relajación	relaxation	noun	B2.2	
relectura	rereading	noun	B2.2	
religiosidad	religiosity	noun	B2.2	
remitente	sender	noun	B2.2	
renacentista	renaissance	noun	B2.2	
rentas	rents, income	noun	B2.2	
requerimiento	requirement, demand	noun	B2.2	
requerir	to require	verb	B2.2	
requisito	requirement	noun	B2.2	
restitución	restitution	noun	B2.2	
retransmisión	rebroadcast	noun	B2.2	
retribución	remuneration	noun	B2.2	
retruécano	pun	noun	B2.2	
reutilizar	to reuse	verb	B2.2	
robótica	robotics	noun	B2.2	
romanticismo	romanticism	noun	B2.2	
rotonda	roundabout	noun	B2.2	
running	running	noun	B2.2	
sacerdocio	priesthood	noun	B2.2	
sacrilegio	sacrilege	noun	B2.2	
sanción	sanction	noun	B2.2	
sátira	satire	noun	B2.2	
secesión	secession	noun	B2.2	
secularismo	secularism	noun	B2.2	
seguidilla	seguidilla	noun	B2.2	
semántica	semantics	noun	B2.2	
semiótica	semiotics	noun	B2.2	
senderismo	hiking	noun	B2.2	
serventesio	quatrain	noun	B2.2	
servidumbre	easement, servitude	noun	B2.2	
sextina	sestina	noun	B2.2	
significante	signifier	noun	B2.2	
sílaba	syllable	noun	B2.2	
silepsis	syllepsis	noun	B2.2	
sinagoga	synagogue	noun	B2.2	
sinalefa	synalepha	noun	B2.2	
sincretismo	syncretism	noun	B2.2	
sinécdoque	synecdoche	noun	B2.2	
sinéresis	syneresis	noun	B2.2	
sinestesia	synesthesia	noun	B2.2	
singularidad	singularity	noun	B2.2	
sinonimia	synonymy	noun	B2.2	
sintagma	syntagm	noun	B2.2	
sintaxis	syntax	noun	B2.2	
soberanía	sovereignty	noun	B2.2	
sobrecargo	surcharge	noun	B2.2	
sobreexplotación	overexploitation	noun	B2.2	
socialización	socialization	noun	B2.2	
sociolecto	sociolect	noun	B2.2	
sociolingüística	sociolinguistics	adj	B2.2	
solvencia	solvency	noun	B2.2	
sondeo	poll, survey	noun	B2.2	
soneto	sonnet	noun	B2.2	
sostenible	sustainable	adj	B2.2	
startup	startup	noun	B2.2	
subjetividad	subjectivity	noun	B2.2	
subsidio	subsidy	noun	B2.2	
sufijo	suffix	noun	B2.2	
sufragio	suffrage	noun	B2.2	
sumar	to add	verb	B2.2	
sumario	summary	adj	B2.2	
superávit	surplus	noun	B2.2	
superpotencia	superpower	noun	B2.2	
suscripción	subscription	noun	B2.2	
suscriptor	subscriber	noun	B2.2	
sustantivo	noun	noun	B2.2	
sustentabilidad	sustainability	noun	B2.2	
sustitución	substitution	noun	B2.2	
tacaña	stingy	adj	B2.2	
taxonomía	taxonomy	noun	B2.2	
teísmo	theism	noun	B2.2	
telenovela	soap opera	noun	B2.2	
teletrabajo	remote work	noun	B2.2	
tentativa	attempt	noun	B2.2	
teorema	theorem	noun	B2.2	
terceto	tercet	noun	B2.2	
terminología	terminology	noun	B2.2	
tertulia	talk show, discussion	noun	B2.2	
tesauro	thesaurus	noun	B2.2	
tetrasílabo	tetrasyllable	adj	B2.2	
tipicidad	typicality	adj	B2.2	
tópico	topic	adj	B2.2	
totalitarismo	totalitarianism	noun	B2.2	
traductora	translator	noun	B2.2	
tramitar	to process	verb	B2.2	
trámite	procedure	noun	B2.2	
transculturación	transculturation	noun	B2.2	
transgresión	transgression	noun	B2.2	
transtextualidad	transtextuality	adj	B2.2	
trasbordo	transfer	noun	B2.2	
trascendencia	transcendence	noun	B2.2	
triptongo	triphthong	noun	B2.2	
trisílabo	trisyllable	adj	B2.2	
turística	tour guide	noun	B2.2	
tutela	guardianship	noun	B2.2	
ucronía	uchronia	noun	B2.2	
unción	anointing	noun	B2.2	
universalidad	universality	noun	B2.2	
usufructo	usufruct	noun	B2.2	
utilitarismo	utilitarianism	noun	B2.2	
vacunación	vaccination	noun	B2.2	
veneración	veneration	noun	B2.2	
verbo	verb	noun	B2.2	
versificación	versification	adj	B2.2	
vigilia	vigil	noun	B2.2	
villancico	carol	noun	B2.2	
vocativo	vocative	noun	B2.2	
volatilidad	volatility	noun	B2.2	
vulgarismo	vulgarism	noun	B2.2	
xenofobia	xenophobia	noun	B2.2	
zeugma	zeugma	noun	B2.2	
azul	blue	adj	A1.2	colors
blanco	white	adj	A1.2	colors
color	color	noun	A1.2	colors
negro	black	adj	A1.2	colors
parecer	to seem, to appear	verb	A1.2	colors
rojo	red	adj	A1.2	colors
rosa	pink	adj	A2.1	colors
verde	green	adj	A2.1	colors
amarillo	yellow	adj	A2.2	colors
gris	gray	adj	A2.2	colors
morado	purple	adj	B1.2	colors
café	coffee, brown; coffee, café	adj	A1.2	colors
naranja	orange	adj	A2.2	colors
verse	to look (appear)	verb	A2.2	
más o menos	more or less, so-so	phrase	A1.1	
muchas gracias	thank you very much	phrase	A1.1	
más...que	more...than	phrase	A1.2	
menos...que	less...than	phrase	A1.2	
tal como	just as	phrase	A1.2	
tan...como	as...as	phrase	A1.2	
tanto como	as much as	phrase	A1.2	
tener que	to have to	phrase	A1.2	
sino que	but rather	phrase	A2.1	
dudo que	I doubt that...	phrase	A2.2	
me alegro de que	I'm glad that...	phrase	A2.2	
no creo que	I don't think that...	phrase	A2.2	
por lo menos	at least	phrase	A2.2	
quiero que	I want that...	phrase	A2.2	
a menos que	unless	phrase	B1.1	
como si	as if	phrase	B1.1	
con tal de que	provided that	phrase	B1.1	
dado que	given that	phrase	B1.1	
debido a que	due to the fact that	phrase	B1.1	
en cuanto a	as for	phrase	B1.1	
gasolinera	gas station	noun	B1.1	
lo que	what, that which	phrase	B1.1	
salvo que	except that, unless	phrase	B1.1	
a lo que parece	apparently	phrase	B2.1	
a no ser que	unless	phrase	B2.1	
así como	just as	phrase	B2.1	
como no sea que	unless	phrase	B2.1	
cuanto más...tanto más	the more...the more	phrase	B2.1	
en caso de que	in case	phrase	B2.1	
en el supuesto de que	supposing that	phrase	B2.1	
en la medida en que	to the extent that	phrase	B2.1	
en tanto en cuanto	insofar as	phrase	B2.1	
es más	what's more	phrase	B2.1	
excepto que	except that	phrase	B2.1	
habida cuenta de que	given that	phrase	B2.1	
más aún	even more	phrase	B2.1	
siempre que	provided that	phrase	B2.1	
suponiendo que	supposing that	phrase	B2.1	
visto que	seeing that	phrase	B2.1	
así que	so; so, therefore	phrase	A1.2	
por lo tanto	therefore	phrase	A2.2	
a fin de que	so that	connector	B1.1	
a pesar de que	despite the fact that	connector	B1.1	
para que	so that	phrase	B1.1	
más	more	adv	A1.1	glue
menos	less	adv	A1.1	glue
que	that, which, who	pron	A1.1	glue
agradecer	to thank	verb	B1.1	
puesto que	since, given that	phrase	A1.2	time
desde que	since (time)	phrase	A2.1	time
hasta que	until	phrase	A2.1	time
mientras que	whereas, while	phrase	A2.1	time
tan pronto como	as soon as	phrase	A2.1	time
en tanto que	while	phrase	B1.1	time
mientras tanto	meanwhile	phrase	B1.1	time
ya que	since	phrase	B1.1	time
toda vez que	since	phrase	B2.1	time
a pesar de	despite, in spite of	phrase	A2.1	
en lugar de	instead of	phrase	A2.1	
es decir	that is to say	phrase	A2.1	
a causa de	because of	connector	A2.2	
en realidad	actually	connector	A2.2	
así pues	thus	phrase	B1.1	
de hecho	in fact	phrase	B1.1	
en conclusión	in conclusion	phrase	B1.1	
en consecuencia	consequently	connector	B1.1	
en primer lugar	first of all	connector	B1.1	
en resumen	in summary	connector	B1.1	
en segundo lugar	secondly	connector	B1.1	
en vez de	instead of	phrase	B1.1	
por consiguiente	consequently	phrase	B1.1	
por último	finally	connector	B1.1	
entusiasmado	enthusiastic	adj	B1.2	
ante todo	first of all	connector	B2.1	
en primer lugar...en segundo lugar	firstly...secondly	connector	B2.1	
por ende	therefore	phrase	B2.1	
aunque	although, even though	conj	A1.1	glue
porque	because	conj	A1.1	glue
además	furthermore, besides, moreover	adv	A1.2	glue
tampoco	neither, not either	adv	A1.2	glue
en cambio	on the other hand	phrase	A2.1	glue
no obstante	nevertheless	phrase	A2.2	glue
por eso	therefore, that's why	phrase	A2.2	glue
sin embargo	however	phrase	A2.2	glue
con todo	nevertheless	phrase	B2.1	glue
importante	important	adj	A1.1	
abogado	lawyer	noun	A1.2	
ejemplo	example	noun	A1.2	
entender	to understand	verb	A1.2	
estudio	study	noun	A1.2	
excelente	excellent	adj	A1.2	
investigación	research	noun	A1.2	
maestro	teacher	noun	A1.2	
nota	grade, note	noun	A1.2	
perfecto	perfect	adj	A1.2	
profesor	teacher, professor	noun	A1.2	
prueba	test, proof, evidence	noun	A1.2	
recordar	to remember	verb	A1.2	
análisis	analysis	noun	A2.1	
aspecto	aspect	noun	A2.1	
biblioteca	library	noun	A2.1	
colegio	school, school (private)	noun	A2.1	
curso	course	noun	A2.1	
datos	data	noun	A2.1	
educación	education	noun	A2.1	
escritorio	desk	noun	A2.1	
estudiante	student	noun	A2.1	
evidencia	evidence	noun	A2.1	
examen	exam	noun	A2.1	
explicación	explanation	noun	A2.1	
instituto	high school, institute	noun	A2.1	
olvidar	to forget	verb	A2.1	
regla	ruler	noun	A2.1	
resultado	result	noun	A2.1	
superior	higher	adj	A2.1	
título	degree, title	noun	A2.1	
beca	scholarship; scholarship, grant	noun	A2.2	
cafetería	cafeteria	noun	A2.2	
certificado	certificate	noun	A2.2	
comprender	to understand	verb	A2.2	
conclusión	conclusion	noun	A2.2	
considerar	to consider	verb	A2.2	
descripción	description	noun	A2.2	
enseñar	to teach	verb	A2.2	
entregar	to deliver, to turn in	verb	A2.2	
frecuencia	frequency	noun	A2.2	
ingeniero	engineer	noun	A2.2	
juzgar	to judge	verb	A2.2	
lápiz	pencil	noun	A2.2	
materia	subject, matter	noun	A2.2	
objeción	objection	noun	A2.2	
perspectiva	perspective	noun	A2.2	
pluma	pen	noun	A2.2	
profesora	teacher	noun	A2.2	
básico	basic	adj	B1.1	
bolígrafo	pen	noun	B1.1	
categoría	category	noun	B1.1	
ciencias	sciences, science	noun	B1.1	
comparación	comparison	noun	B1.1	
comparar	to compare	verb	B1.1	
confirmación	confirmation	noun	B1.1	
cuaderno	notebook	noun	B1.1	
definición	definition	noun	B1.1	
demostración	demonstration	noun	B1.1	
describir	to describe	verb	B1.1	
dimensión	dimension	noun	B1.1	
distribución	distribution	noun	B1.1	
elemento	element	noun	B1.1	
evaluación	evaluation	noun	B1.1	
factor	factor	noun	B1.1	
filosofía	philosophy	noun	B1.1	
intelectual	intellectual	adj	B1.1	
observación	observation	noun	B1.1	
parcial	partial	adj	B1.1	
precisión	precision	noun	B1.1	
probabilidad	probability	noun	B1.1	
sostener	to maintain	verb	B1.1	
académico	academic	adj	B1.2	
alumna	student, pupil	noun	B1.2	
aprendizaje	learning	noun	B1.2	
aprobar	to pass	verb	B1.2	
aula	classroom	noun	B1.2	
borrador	eraser	noun	B1.2	
corregir	to correct	verb	B1.2	
credibilidad	credibility	noun	B1.2	
dato	data point	noun	B1.2	
diccionario	dictionary	noun	B1.2	
diploma	diploma	noun	B1.2	
distinguir	to distinguish	verb	B1.2	
enseñanza	teaching	noun	B1.2	
faltar	to miss (class)	verb	B1.2	
justificar	to justify	verb	B1.2	
libreta	notebook	noun	B1.2	
marcador	marker	noun	B1.2	
metáfora	metaphor	noun	B1.2	
neutral	neutral	adj	B1.2	
pizarra	blackboard, whiteboard	noun	B1.2	
preparatoria	high school	adj	B1.2	
puntuación	score	noun	B1.2	
recreo	recess, break	noun	B1.2	
repasar	to review	verb	B1.2	
tesis	thesis	noun	B1.2	
atlas	atlas	noun	B2.1	
calificación	grade	noun	B2.1	
clasificación	classification	noun	B2.1	
concluir	to conclude	verb	B2.1	
contrastación	contrasting	noun	B2.1	
contraste	contrast	noun	B2.1	
covarianza	covariance	noun	B2.1	
deducir	to deduce	verb	B2.1	
definir	to define	verb	B2.1	
detallado	detailed	adj	B2.1	
diferenciar	to differentiate	verb	B2.1	
elemental	elementary	adj	B2.1	
enciclopedia	encyclopedia	noun	B2.1	
exactitud	accuracy	noun	B2.1	
falsación	falsification	noun	B2.1	
geografía	geography	noun	B2.1	
imparcial	impartial	adj	B2.1	
justificación	justification	noun	B2.1	
parangonar	to compare	verb	B2.1	
razonamiento	reasoning	noun	B2.1	
sistematicidad	systematicity	adj	B2.1	
abducción	abduction	noun	B2.2	
ahondar	to delve into	verb	B2.2	
analogía	analogy	noun	B2.2	
argumentación	argumentation	noun	B2.2	
argumentar	to argue	verb	B2.2	
asignatura	subject	noun	B2.2	
calculadora	calculator	noun	B2.2	
calificar	to grade	verb	B2.2	
caracterizar	to characterize	verb	B2.2	
categorizar	to categorize	verb	B2.2	
causalidad	causality	noun	B2.2	
clasificar	to classify	verb	B2.2	
confiabilidad	reliability	noun	B2.2	
consistencia	consistency	noun	B2.2	
contraargumento	counterargument	noun	B2.2	
contradecir	to contradict	verb	B2.2	
contrastar	to contrast	verb	B2.2	
correlación	correlation	noun	B2.2	
corroboración	corroboration	noun	B2.2	
cotejar	to compare	verb	B2.2	
deducción	deduction	noun	B2.2	
delimitar	to delimit	verb	B2.2	
descomponer	to decompose	verb	B2.2	
desmenuzar	to break down	verb	B2.2	
diseccionar	to dissect	verb	B2.2	
dispersión	dispersion	noun	B2.2	
enfocar	to focus	verb	B2.2	
epistemología	epistemology	noun	B2.2	
escudriñar	to scrutinize	verb	B2.2	
especificar	to specify	verb	B2.2	
estadística	statistics	noun	B2.2	
estructurar	to structure	verb	B2.2	
exhaustividad	exhaustiveness	adj	B2.2	
exhaustivo	exhaustive	adj	B2.2	
extrapolación	extrapolation	noun	B2.2	
fiabilidad	reliability	noun	B2.2	
fundamentación	foundation	noun	B2.2	
fundamentar	to base	verb	B2.2	
generalización	generalization	noun	B2.2	
ilustración	enlightenment, illustration	noun	B2.2	
inducción	induction	noun	B2.2	
inferencia	inference	noun	B2.2	
inferir	to infer	verb	B2.2	
matizar	to nuance	verb	B2.2	
memorizar	to memorize	verb	B2.2	
meta-análisis	meta-analysis	adj	B2.2	
metodología	methodology	noun	B2.2	
metodológico	methodological	adj	B2.2	
minuciosidad	thoroughness	noun	B2.2	
minucioso	thorough	adj	B2.2	
objetar	to object	verb	B2.2	
paradigma	paradigm	noun	B2.2	
pizarrón	blackboard	noun	B2.2	
plausibilidad	plausibility	noun	B2.2	
ponderar	to weigh	verb	B2.2	
precisar	to specify	verb	B2.2	
problematizar	to problematize	verb	B2.2	
profundizar	to deepen	verb	B2.2	
puntualizar	to point out	verb	B2.2	
quiz	quiz	noun	B2.2	
rebatir	to refute, to rebut	verb	B2.2	
refutación	refutation	noun	B2.2	
refutar	to refute	verb	B2.2	
reprobar	to fail	verb	B2.2	
rotulador	marker	noun	B2.2	
sesgado	biased	adj	B2.2	
significación	signification	noun	B2.2	
significancia	significance	noun	B2.2	
síntesis	synthesis	noun	B2.2	
sintetizar	to synthesize	verb	B2.2	
subjetivo	subjective	adj	B2.2	
sustentación	support	noun	B2.2	
sustentar	to support	verb	B2.2	
tipificar	to typify	verb	B2.2	
triangulación	triangulation	noun	B2.2	
validez	validity	noun	B2.2	
valoración	assessment	noun	B2.2	
variabilidad	variability	noun	B2.2	
variable	variable	adj	B2.2	
varianza	variance	noun	B2.2	
veracidad	veracity	noun	B2.2	
verosimilitud	verisimilitude	noun	B2.2	
bueno	good	adj	A1.1	
malo	bad	adj	A1.1	
cocinero	cook, chef	noun	A2.2	
mesero	waiter, waitress	noun	B2.1	
mesa	table	noun	A1.2	
probar	to try, test, to taste, se) (to try on, to prove, to test	verb	A1.2	
cliente	client; client, customer	noun	A1.2	
hablar	to speak, to talk	verb	A1.1	
doctor	doctor	noun	A1.1	
aprender	to learn	verb	A1.2	
enfermero	nurse	noun	B1.2	
coherencia	coherence	noun	B2.2	
congruencia	congruence	noun	B2.2	
estimar	to estimate, to esteem	verb	B2.2	
silla	chair	noun	A2.1	
aburrido	bored, boring	adj	A2.1	
valorar	to value, to assess	verb	B2.2	
examinar	to examine	verb	B1.1	
experimentar	to experience, to experiment	verb	B1.1	
psicología	psychology	noun	B1.1	
tarea	homework, task	noun	A2.1	
historia	history, story	noun	A1.1	
arte	art	noun	A1.2	
escribir	to write	verb	A1.2	
escuchar	to listen	verb	A1.2	
leer	to read	verb	A1.2	
libro	book	noun	A1.2	
muestra	sample, display	noun	A1.2	
música	music	noun	A1.2	
academia	academy	noun	A2.2	
ensayo	essay; rehearsal, essay	noun	A2.2	
argumento	plot, argument	noun	B1.1	
dibujar	to draw	verb	B1.1	
interpretación	interpretation, performance	noun	B1.1	
interpretar	to interpret	verb	B1.1	
literatura	literature	noun	B1.1	
evaluar	to evaluate	verb	B1.2	
auditorio	auditorium	noun	B2.1	
asistir	to attend, to assist	verb	B1.1	
criticar	to criticize, to critique	verb	B2.1	
presentar	to present, introduce, to introduce, to submit	verb	A2.1	
experimental	experimental	adj	B1.2	
interesante	interesting	adj	A1.2	
presentación	presentation	noun	A2.2	
clase	class	noun	A1.1	
aproximarse	to approach	verb	B2.2	
graduarse	to graduate	verb	B2.2	
inscribirse	to enroll	verb	B2.2	
matricularse	to register	verb	B2.2	
defender	to defend	verb	A2.2	
población	population	noun	A2.2	
regular	okay, regular, average	adj	B1.1	
practicar	to practice	verb	A2.2	
difícil	difficult, hard	adj	A1.1	
fácil	easy	adj	A1.1	
exacto	exact	adj	A1.2	
laboratorio	laboratory	noun	A1.2	
simple	simple	adj	A1.2	
complicado	complicated	adj	A2.1	
demostrar	to demonstrate	verb	A2.1	
estudiar	to study	verb	A2.1	
teoría	theory	noun	A2.1	
útil	useful	adj	A2.1	
científico	scientist, scientific	noun	A2.2	
comprobar	to check, verify, to verify	verb	A2.2	
experimento	experiment	noun	A2.2	
física	physics	noun	A2.2	
investigar	to research, to investigate	verb	A2.2	
matemáticas	mathematics	noun	A2.2	
observar	to observe	verb	A2.2	
preciso	precise	adj	A2.2	
química	chemistry	noun	A2.2	
analizar	to analyze	verb	B1.1	
avanzado	advanced	adj	B1.1	
biología	biology	noun	B1.1	
práctico	practical	adj	B1.1	
verificar	to verify	verb	B1.1	
copiar	to copy	verb	B1.2	
hipótesis	hypothesis	noun	B1.2	
informática	computer science	noun	B1.2	
medir	to measure	verb	B1.2	
verificación	verification	noun	B2.1	
cuantificar	to quantify	verb	B2.2	
empírico	empirical	adj	B2.2	
evidenciar	to evidence	verb	B2.2	
hipotetizar	to hypothesize	verb	B2.2	
indagar	to investigate	verb	B2.2	
integrar	to integrate	verb	B2.2	
plantear	to pose	verb	B2.2	
riguroso	rigorous	adj	B2.2	
sistemático	systematic	adj	B2.2	
teórico	theoretical	adj	B2.2	
teorizar	to theorize	verb	B2.2	
validar	to validate	verb	B2.2	
calcular	to calculate	verb	B1.2	
formular	to formulate	verb	B2.2	
postular	to postulate	verb	B2.2	
confirmar	to confirm	verb	A2.2	
explorar	to explore	verb	B1.1	
objetivo	objective; objective, goal	noun	A1.2	
sistematizar	to systematize	verb	B2.2	
validación	validation	noun	B2.2	
articular	to articulate	verb	B2.2	
conocimiento	knowledge	noun	A2.1	
mapa	map	noun	A2.1	
crítica	critique, criticism; review, criticism	noun	A2.2	
mochila	backpack	noun	A2.2	
abordar	to board, to approach	verb	B1.2	
organizar	to organize	verb	A2.2	
escuela	school	noun	A1.1	
jefe	boss	noun	A1.1	
policía	police officer	noun	A1.1	
trabajar	to work	verb	A1.1	
trabajo	work, job, assignment	noun	A1.1	
compañero	coworker	noun	A1.2	
oficina	office	noun	A1.2	
universidad	university	noun	A1.2	
empleo	job	noun	A2.1	
explicar	to explain	verb	A2.1	
proyecto	project	noun	A2.1	
resolver	to solve	verb	A2.1	
método	method	noun	A2.2	
vendedor	salesperson	noun	A2.2	
enfoque	approach	noun	B1.1	
carpeta	folder	noun	B1.2	
operacionalizar	to operationalize	verb	B2.1	
conceptualizar	to conceptualize	verb	B2.2	
dinero	money	noun	A1.1	
interés	interest	noun	A2.1	
interesado	interested	adj	A2.1	
oferta	offer, sale, supply	noun	A2.1	
cajero automático	ATM	phrase	A2.2	
cuenta bancaria	bank account	phrase	A2.2	
cuenta corriente	checking account	phrase	A2.2	
cuenta de ahorros	savings account	phrase	A2.2	
dar cuenta	to account for	phrase	A2.2	
depósito	deposit	noun	A2.2	
dólar	dollar	noun	A2.2	
inversión	investment	noun	A2.2	
préstamo	loan	noun	A2.2	
tener en cuenta	to take into account	phrase	A2.2	
contable	accountant	noun	B1.1	
descuento	discount	noun	B1.1	
hipoteca	mortgage	noun	B1.1	
transferencia	transfer	noun	B1.1	
extracción	withdrawal	noun	B1.2	
